contigName	contigLen	totalAvgDepth	aln.sorted.bam	aln.sorted.bam-var
k141_4814 flag=1 multi=6.0000 len=6981	6981	6.39775	6.39775	4.62313
k141_4815 flag=0 multi=5.0000 len=1957	1957	4.00941	4.00941	3.24855
k141_4816 flag=1 multi=6.0000 len=2219	2219	6.73852	6.73852	6.41376
k141_4817 flag=0 multi=58.1930 len=5798	5798	66.2213	66.2213	87.1568
k141_4833 flag=0 multi=5.9864 len=6310	6310	6.70422	6.70422	6.39026
k141_4835 flag=0 multi=55.5344 len=1767	1767	62.6537	62.6537	116.11
k141_4849 flag=0 multi=4.0010 len=4174	4174	5.42843	5.42843	3.94718
k141_4853 flag=1 multi=5.0000 len=2995	2995	5.39578	5.39578	4.97973
k141_4857 flag=1 multi=6.0000 len=4332	4332	6.57461	6.57461	5.43655
k141_4858 flag=0 multi=56.3705 len=31862	31862	67.1714	67.1714	52.4888
k141_4859 flag=0 multi=5.0000 len=7304	7304	6.38077	6.38077	4.52267
k141_4869 flag=0 multi=6.0438 len=7958	7958	6.3321	6.3321	4.23348
k141_4871 flag=1 multi=4.0000 len=7244	7244	4.8916	4.8916	3.11538
k141_4879 flag=1 multi=5.0000 len=1048	1048	4.15367	4.15367	1.68427
k141_4881 flag=1 multi=6.0000 len=5240	5240	5.27996	5.27996	8.2986
k141_4895 flag=1 multi=6.0000 len=11875	11875	6.50891	6.50891	5.34171
k141_4897 flag=0 multi=58.2692 len=8405	8405	65.9633	65.9633	55.167
k141_4898 flag=0 multi=6.5356 len=1687	1687	8.33051	8.33051	8.75801
k141_4909 flag=0 multi=5.8598 len=4207	4207	6.33719	6.33719	5.37251
k141_4911 flag=1 multi=3.0000 len=1003	1003	4.03165	4.03165	8.27484
k141_4915 flag=1 multi=4.0000 len=1916	1916	4.61948	4.61948	1.99902
k141_4916 flag=0 multi=6.0000 len=2929	2929	4.59122	4.59122	2.15322
k141_4917 flag=1 multi=4.8149 len=1216	1216	5.49062	5.49062	9.01822
k141_4923 flag=0 multi=6.0000 len=2843	2843	5.91608	5.91608	5.70913
k141_4924 flag=0 multi=5.7582 len=3015	3015	6.49703	6.49703	5.34084
k141_4928 flag=0 multi=55.3289 len=60108	60108	66.5309	66.5309	72.0444
k141_4934 flag=0 multi=5.0000 len=1210	1210	5.2717	5.2717	3.07246
k141_4936 flag=1 multi=4.0224 len=3892	3892	5.63709	5.63709	5.86559
k141_4939 flag=0 multi=54.0609 len=37904	37904	64.3674	64.3674	64.2902
k141_4945 flag=1 multi=6.2254 len=20156	20156	6.68304	6.68304	7.0112
k141_4950 flag=0 multi=5.0000 len=1720	1720	5.20446	5.20446	4.07483
k141_4957 flag=0 multi=6.3648 len=14410	14410	6.49109	6.49109	6.637
k141_4964 flag=0 multi=40.0770 len=7565	7565	48.1249	48.1249	44.0911
k141_4966 flag=1 multi=6.0000 len=7676	7676	7.08637	7.08637	6.37094
k141_4969 flag=1 multi=4.0000 len=2616	2616	4.07989	4.07989	3.19891
k141_4991 flag=0 multi=57.0463 len=12671	12671	67.9645	67.9645	79.4499
k141_4992 flag=0 multi=54.1152 len=30931	30931	64.9343	64.9343	66.0366
k141_4993 flag=0 multi=5.0000 len=1382	1382	4.85958	4.85958	3.1135
k141_4995 flag=0 multi=9.1542 len=2716	2716	7.7046	7.7046	5.66696
k141_4997 flag=0 multi=6.0000 len=3115	3115	6.54604	6.54604	4.5408
k141_5001 flag=1 multi=5.0000 len=4993	4993	6.24551	6.24551	6.35208
k141_5007 flag=0 multi=6.0000 len=3931	3931	6.32081	6.32081	4.72587
k141_5012 flag=0 multi=36.0027 len=295262	295262	44.2957	44.2957	44.2246
k141_5013 flag=1 multi=5.0000 len=7452	7452	5.99411	5.99411	5.23333
k141_5015 flag=0 multi=55.0623 len=50956	50956	65.6176	65.6176	69.8698
k141_5016 flag=0 multi=56.1028 len=53591	53591	66.1294	66.1294	68.6182
k141_5019 flag=0 multi=6.0000 len=2837	2837	6.56569	6.56569	5.08199
k141_5023 flag=1 multi=6.0000 len=8576	8576	5.94695	5.94695	4.43174
k141_5027 flag=0 multi=5.9899 len=10083	10083	6.63858	6.63858	7.38592
k141_5035 flag=0 multi=54.1011 len=52747	52747	64.507	64.507	53.6901
k141_5039 flag=0 multi=6.0000 len=22413	22413	6.21915	6.21915	5.71745
k141_5048 flag=0 multi=5.0000 len=1622	1622	6.1712	6.1712	3.67424
k141_5051 flag=1 multi=5.0000 len=1738	1738	4.7966	4.7966	3.31525
k141_5054 flag=1 multi=6.0000 len=5777	5777	6.3469	6.3469	6.03392
k141_5060 flag=1 multi=5.0000 len=2841	2841	5.74991	5.74991	2.81139
k141_5067 flag=0 multi=36.9924 len=52536	52536	45.4022	45.4022	41.1209
k141_5068 flag=0 multi=5.0000 len=1136	1136	4.29919	4.29919	4.09822
k141_5075 flag=0 multi=5.0000 len=14206	14206	6.1462	6.1462	5.61665
k141_5078 flag=0 multi=36.0000 len=196606	196606	44.141	44.141	41.3364
k141_5087 flag=1 multi=8.3468 len=5692	5692	7.68315	7.68315	18.6575
k141_5088 flag=1 multi=6.5294 len=2572	2572	6.01115	6.01115	8.4142
k141_5090 flag=1 multi=6.0000 len=7562	7562	6.41392	6.41392	4.22918
k141_5093 flag=0 multi=37.0054 len=123551	123551	44.3681	44.3681	42.5537
k141_5095 flag=1 multi=3.0000 len=3110	3110	3.29223	3.29223	1.46681
k141_5097 flag=0 multi=5.0000 len=1917	1917	4.16752	4.16752	4.28111
k141_5099 flag=0 multi=37.0162 len=235383	235383	44.4399	44.4399	44.438
k141_5103 flag=0 multi=55.0676 len=40967	40967	66.0152	66.0152	75.8725
k141_5114 flag=1 multi=6.0000 len=3870	3870	6.81909	6.81909	8.33912
k141_5118 flag=1 multi=6.0000 len=2470	2470	5.99741	5.99741	3.17377
k141_5119 flag=1 multi=6.1753 len=14638	14638	6.18408	6.18408	7.79313
k141_5123 flag=1 multi=4.0000 len=1425	1425	5.00784	5.00784	1.63103
k141_5126 flag=0 multi=61.6396 len=7640	7640	65.4507	65.4507	47.5076
k141_5129 flag=1 multi=6.0000 len=2391	2391	6.11111	6.11111	8.57564
k141_5130 flag=1 multi=4.0080 len=3149	3149	5.19507	5.19507	2.50199
k141_5131 flag=0 multi=6.2029 len=14746	14746	5.9913	5.9913	6.48938
k141_5134 flag=0 multi=37.0019 len=297283	297283	44.8607	44.8607	46.8709
k141_5135 flag=1 multi=5.9896 len=5990	5990	5.17243	5.17243	3.10306
k141_5136 flag=0 multi=5.9781 len=3969	3969	7.70856	7.70856	13.0708
k141_5145 flag=0 multi=6.1053 len=4005	4005	7.61115	7.61115	7.2196
k141_5147 flag=0 multi=5.0114 len=1102	1102	3.17647	3.17647	0.755361
k141_5148 flag=1 multi=5.0000 len=4892	4892	5.77372	5.77372	7.73815
k141_5153 flag=1 multi=6.0000 len=4981	4981	7.22128	7.22128	8.62857
k141_5164 flag=1 multi=4.8884 len=4736	4736	5.3816	5.3816	4.06501
k141_5167 flag=0 multi=56.0176 len=34787	34787	65.6959	65.6959	74.1852
k141_5168 flag=0 multi=37.0314 len=127239	127239	44.9001	44.9001	40.5905
k141_5173 flag=0 multi=6.0340 len=4991	4991	6.51394	6.51394	7.64657
k141_5182 flag=0 multi=37.0023 len=295974	295974	45.1986	45.1986	47.1978
