#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k141_3734 flag=0 multi=137.5423 len=283	0.0000	283	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_3735 flag=1 multi=1.0000 len=511	0.5890	511	0.0000	58.9041	301	0	1	0.3522	1	0.49
k141_3736 flag=0 multi=5.0000 len=338	1.7811	338	0.0000	89.3491	302	1	1	0.7060	2	0.63
k141_3737 flag=0 multi=4.0000 len=433	5.3303	433	0.0000	100.0000	433	3	5	0.6869	5	2.31
k141_3738 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4784	1	0.06
k141_3739 flag=1 multi=17.0000 len=326	11.5368	326	0.0000	100.0000	326	8	6	0.6699	14	3.27
k141_3740 flag=1 multi=3.0000 len=305	0.9869	305	0.0000	98.6885	301	0	1	0.6744	1	0.13
k141_3741 flag=1 multi=1.0000 len=393	0.7659	393	0.0000	76.5903	301	1	0	0.4120	1	0.42
k141_3742 flag=1 multi=1.0000 len=363	0.8292	363	0.0000	82.9201	301	0	1	0.6179	1	0.38
k141_3743 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6412	1	0.06
k141_3744 flag=1 multi=5.0000 len=2465	5.2475	2465	0.0000	96.0243	2367	19	24	0.6883	6	2.80
k141_3745 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3721	1	0.06
k141_3746 flag=1 multi=1.0000 len=300	1.0000	300	0.0000	100.0000	300	1	0	0.5714	1	0.06
k141_3747 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.2226	1	0.06
k141_3748 flag=1 multi=5.9030 len=6835	7.5129	6835	0.0000	100.0000	6835	89	82	0.6988	7	3.52
k141_3749 flag=0 multi=1.0000 len=392	0.7679	392	0.0000	76.7857	301	1	0	0.7043	1	0.42
k141_3750 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7110	1	0.06
k141_3751 flag=1 multi=4.0000 len=1439	3.9750	1439	0.0000	100.0000	1439	7	12	0.6832	4	1.75
k141_3752 flag=1 multi=1.0000 len=408	1.4730	408	0.0000	100.0000	408	0	2	0.4269	1	0.50
k141_3753 flag=0 multi=6.0000 len=5504	7.2126	5504	0.0000	100.0000	5504	64	68	0.6973	8	2.56
k141_3754 flag=1 multi=1.0000 len=370	52.6649	370	0.0000	99.7297	369	40	26	0.2783	65	18.68
k141_3755 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6312	1	0.06
k141_3756 flag=1 multi=5.0000 len=3638	6.5563	3638	0.0000	100.0000	3638	38	42	0.6561	7	2.12
k141_3757 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.2724	1	0.06
k141_3758 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4352	1	0.06
k141_3759 flag=0 multi=1.0000 len=311	0.9678	311	0.0000	96.7846	301	1	0	0.6179	1	0.18
k141_3760 flag=0 multi=5.0000 len=745	5.9168	745	0.0000	99.4631	741	10	5	0.6811	6	2.33
k141_3761 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6312	1	0.06
k141_3762 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5648	1	0.06
k141_3763 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5449	1	0.06
k141_3764 flag=0 multi=3.1041 len=458	1.8079	458	0.0000	98.0349	449	3	0	0.7265	2	0.77
k141_3765 flag=1 multi=2.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7209	1	0.06
k141_3766 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6977	1	0.06
k141_3767 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3821	1	0.06
k141_3768 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4053	1	0.06
k141_3770 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3754	1	0.06
k141_3771 flag=1 multi=1.0000 len=349	0.8625	349	0.0000	86.2464	301	1	0	0.4385	1	0.35
k141_3772 flag=1 multi=1.0000 len=362	0.7901	362	0.0000	79.0055	286	0	1	0.5880	1	0.41
k141_3773 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4618	1	0.06
k141_3774 flag=1 multi=1.0000 len=306	0.9837	306	0.0000	98.3660	301	0	1	0.4950	1	0.14
k141_3776 flag=1 multi=5.0000 len=558	4.6219	558	0.0000	100.0000	558	3	6	0.6552	5	1.54
k141_3777 flag=0 multi=1.0000 len=322	5.4193	322	0.0000	97.2050	313	4	2	0.7237	6	1.40
k141_3778 flag=0 multi=56.4988 len=9357	73.6005	9357	0.0000	100.0000	9357	1169	1125	0.4368	75	10.87
k141_3779 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5714	1	0.06
k141_3780 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6113	1	0.06
k141_3781 flag=1 multi=4.0000 len=355	0.0000	355	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_3782 flag=1 multi=1.0000 len=385	0.7818	385	0.0000	78.1818	301	1	0	0.5349	1	0.41
k141_3784 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3754	1	0.06
k141_3785 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4319	1	0.06
k141_3786 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6678	1	0.06
k141_3787 flag=0 multi=6.0000 len=13879	7.6874	13879	0.0000	100.0000	13879	177	178	0.6935	8	2.67
k141_3788 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3754	1	0.06
k141_3789 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5382	1	0.06
k141_3790 flag=1 multi=6.0000 len=3323	6.1032	3323	0.0000	100.0000	3323	36	32	0.6768	5	2.74
k141_3791 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4020	1	0.06
k141_3792 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4817	1	0.06
k141_3793 flag=0 multi=152.2324 len=283	0.0000	283	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_3794 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3355	1	0.06
k141_3795 flag=1 multi=6.0000 len=8856	6.7087	8856	0.0000	100.0000	8856	101	97	0.6755	7	2.71
k141_3796 flag=0 multi=6.0000 len=503	3.8290	503	0.0000	100.0000	503	4	3	0.6986	4	1.84
k141_3797 flag=1 multi=561.0000 len=556	65.7410	556	0.0000	100.0000	556	73	67	0.3910	70	12.88
k141_3798 flag=1 multi=1.0000 len=362	5.6823	362	0.0000	97.5138	353	5	2	0.5743	7	2.05
k141_3799 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6346	1	0.06
k141_3800 flag=0 multi=6.0000 len=282	2.7766	282	0.0000	100.0000	282	2	1	0.6357	3	0.45
k141_3801 flag=1 multi=5.0000 len=1835	4.7564	1835	0.0000	100.0000	1835	15	14	0.7452	5	2.64
k141_3802 flag=1 multi=1.0000 len=352	0.8551	352	0.0000	85.5114	301	1	0	0.4983	1	0.35
k141_3803 flag=0 multi=6.0000 len=3640	6.5747	3640	0.0000	100.0000	3640	40	40	0.7074	6	1.87
k141_3804 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4651	1	0.06
k141_3805 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6944	1	0.06
k141_3806 flag=0 multi=1.9027 len=367	0.8202	367	0.0000	82.0163	301	1	0	0.7575	1	0.39
k141_3807 flag=1 multi=1.0000 len=369	0.8157	369	0.0000	81.5718	301	0	1	0.4352	1	0.39
k141_3808 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3123	1	0.06
k141_3809 flag=1 multi=1.0000 len=460	0.0000	460	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_3810 flag=1 multi=1.0000 len=448	5.3638	448	0.0000	98.8839	443	2	6	0.5527	7	2.96
k141_3811 flag=0 multi=60.2093 len=8363	69.8110	8363	0.0000	100.0000	8363	962	983	0.3984	71	10.41
k141_3812 flag=0 multi=193.6357 len=281	14.7367	281	0.0000	100.0000	281	4	12	0.3466	16	3.15
k141_3813 flag=0 multi=42.0685 len=506	43.3281	506	0.0000	100.0000	506	45	30	0.3930	45	19.02
k141_3814 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3920	1	0.06
k141_3815 flag=0 multi=6.0000 len=512	3.4375	512	0.0000	97.0703	497	2	4	0.7248	4	1.91
k141_3816 flag=0 multi=6.0000 len=4895	8.0247	4895	0.0000	100.0000	4895	67	64	0.6278	7	3.59
k141_3817 flag=0 multi=3.2045 len=405	2.8593	405	0.0000	100.0000	405	2	2	0.6545	3	1.13
k141_3818 flag=1 multi=4.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6645	1	0.06
k141_3819 flag=0 multi=1.4032 len=394	1.4264	394	0.0000	100.0000	394	2	0	0.7010	1	0.50
k141_3820 flag=1 multi=1.0000 len=329	0.0000	329	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_3821 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6910	1	0.06
k141_3822 flag=1 multi=6.0000 len=6967	6.4750	6967	0.0000	100.0000	6967	81	69	0.6655	7	2.70
k141_3823 flag=1 multi=6.0000 len=13505	6.7519	13505	0.0000	100.0000	13505	151	152	0.6964	6	2.54
k141_3824 flag=0 multi=3.3255 len=694	4.7075	694	0.0000	100.0000	694	7	4	0.7590	5	2.32
k141_3825 flag=0 multi=5.0000 len=1990	5.0688	1990	0.0000	100.0000	1990	14	20	0.7036	5	2.29
k141_3826 flag=1 multi=1.0000 len=315	0.9556	315	0.0000	95.5556	301	0	1	0.6711	1	0.21
k141_3827 flag=0 multi=5.0000 len=1420	6.0535	1420	0.0000	100.0000	1420	12	17	0.7005	6	2.08
k141_3828 flag=1 multi=5.0000 len=308	0.9773	308	0.0000	97.7273	301	1	0	0.7375	1	0.16
k141_3829 flag=1 multi=1.0000 len=332	0.9066	332	0.0000	90.6627	301	0	1	0.7243	1	0.29
k141_3830 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6179	1	0.06
k141_3831 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6977	1	0.06
k141_3832 flag=1 multi=4.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6645	1	0.06
k141_3833 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6578	1	0.06
k141_3834 flag=0 multi=190.9402 len=375	29.3467	375	0.0000	100.0000	375	27	14	0.4872	29	9.32
k141_3835 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6279	1	0.06
k141_3836 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.2558	1	0.06
k141_3837 flag=1 multi=7.0000 len=530	3.1943	530	0.0000	83.9623	445	4	2	0.6611	3	1.83
k141_3838 flag=1 multi=1.0000 len=301	32.3455	301	0.0000	100.0000	301	16	18	0.3494	34	5.12
k141_3839 flag=1 multi=1.0000 len=311	0.9678	311	0.0000	96.7846	301	1	0	0.5282	1	0.18
k141_3840 flag=0 multi=5.0000 len=934	6.6263	934	0.0000	100.0000	934	8	13	0.7061	7	2.56
k141_3841 flag=0 multi=6.0000 len=432	6.6204	432	0.0000	100.0000	432	3	7	0.6877	7	2.79
k141_3842 flag=0 multi=196.9224 len=257	24.9611	257	0.0000	100.0000	257	13	13	0.3808	26	2.79
k141_3843 flag=0 multi=1.0000 len=320	0.9406	320	0.0000	94.0625	301	0	1	0.6910	1	0.24
k141_3844 flag=1 multi=6.0000 len=306	0.9837	306	0.0000	98.3660	301	1	0	0.6744	1	0.14
k141_3845 flag=0 multi=118.4731 len=902	50.5388	902	0.0000	100.0000	902	87	69	0.5594	55	15.84
k141_3846 flag=0 multi=5.0515 len=335	0.7612	335	0.0000	76.1194	255	0	1	0.7342	1	0.43
k141_3847 flag=1 multi=2.0000 len=406	0.7414	406	0.0000	74.1379	301	1	0	0.7276	1	0.44
k141_3848 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3654	1	0.06
k141_3849 flag=1 multi=5.0000 len=330	0.9121	330	0.0000	91.2121	301	0	1	0.6844	1	0.29
k141_3850 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.2857	1	0.06
k141_3851 flag=1 multi=6.0000 len=9638	6.9690	9638	0.0000	100.0000	9638	111	112	0.7117	7	2.39
k141_3852 flag=0 multi=4.6383 len=1728	4.2656	1728	0.0000	100.0000	1728	16	9	0.6959	3	2.33
k141_3853 flag=1 multi=1.0000 len=306	0.0000	306	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_3854 flag=0 multi=107.0000 len=625	69.2240	625	0.0000	100.0000	625	69	81	0.5427	73	25.12
k141_3855 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4485	1	0.06
k141_3856 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.2691	1	0.06
k141_3857 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6346	1	0.06
k141_3858 flag=1 multi=5.0000 len=2483	6.3008	2483	0.0000	100.0000	2483	26	26	0.6848	6	2.31
k141_3859 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7542	1	0.06
k141_3860 flag=0 multi=55.0250 len=62850	70.3554	62850	0.0000	100.0000	62850	7272	7426	0.4223	70	8.61
k141_3861 flag=1 multi=1.0000 len=402	0.0000	402	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_3862 flag=0 multi=39.0000 len=127352	49.5669	127352	0.0000	100.0000	127352	10393	10584	0.5898	49	7.10
k141_3863 flag=1 multi=5.0000 len=4150	6.4547	4150	0.0000	100.0000	4150	43	46	0.6870	7	2.57
k141_3864 flag=1 multi=1.0000 len=301	4.5880	301	0.0000	100.0000	301	5	0	0.4957	5	0.98
k141_3865 flag=1 multi=5.0000 len=1867	6.9143	1867	0.0000	97.0005	1811	20	24	0.6976	7	2.47
k141_3866 flag=1 multi=5.0000 len=6821	5.9117	6821	0.0000	99.8974	6814	67	67	0.6801	6	2.37
k141_3868 flag=0 multi=55.1932 len=43612	71.8493	43612	0.0000	100.0000	43612	5271	5145	0.4224	72	9.45
k141_3869 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4385	1	0.06
k141_3870 flag=0 multi=312.3333 len=219	0.0000	219	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_3871 flag=0 multi=5.0000 len=4081	5.3029	4081	0.0000	100.0000	4081	35	37	0.7202	5	2.01
k141_3872 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.5615	1	0.06
k141_3873 flag=1 multi=5.0000 len=4084	6.7674	4084	0.0000	100.0000	4084	46	46	0.7155	6	2.95
k141_3874 flag=0 multi=57.9984 len=16781	75.1207	16781	0.0000	100.0000	16781	2092	2100	0.4396	75	9.17
k141_3875 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4751	1	0.06
k141_3876 flag=1 multi=1.0000 len=302	68.0894	302	0.0000	100.0000	302	35	37	0.3967	72	9.89
k141_3877 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3621	1	0.06
k141_3878 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.5116	1	0.06
k141_3879 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6678	1	0.06
k141_3880 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6113	1	0.06
k141_3881 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3854	1	0.06
k141_3882 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6578	1	0.06
k141_3883 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4917	1	0.06
k141_3884 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4352	1	0.06
k141_3885 flag=0 multi=1.0000 len=281	0.0000	281	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_3886 flag=1 multi=6.0000 len=373	0.8070	373	0.0000	80.6971	301	1	0	0.7243	1	0.40
k141_3887 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4120	1	0.06
k141_3888 flag=0 multi=6.0000 len=1000	8.2030	1000	0.0000	97.4000	974	18	10	0.6953	9	3.20
k141_3889 flag=1 multi=1.0000 len=311	0.9678	311	0.0000	96.7846	301	1	0	0.6146	1	0.18
k141_3890 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3023	1	0.06
k141_3891 flag=1 multi=1.0000 len=307	5.4267	307	0.0000	98.6971	303	5	1	0.3095	6	1.47
k141_3892 flag=1 multi=7.0000 len=540	4.3852	540	0.0000	100.0000	540	5	3	0.6229	4	1.91
k141_3893 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7176	1	0.06
k141_3894 flag=0 multi=6.0000 len=330	3.2818	330	0.0000	100.0000	330	1	3	0.7450	4	0.88
k141_3895 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7076	1	0.06
k141_3896 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6611	1	0.06
k141_3897 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5415	1	0.06
k141_3898 flag=1 multi=1.0000 len=364	0.0000	364	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_3899 flag=1 multi=4.3784 len=955	4.4115	955	0.0000	100.0000	955	7	7	0.7178	4	3.03
k141_3900 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7176	1	0.06
k141_3901 flag=0 multi=127.7278 len=468	34.2714	468	0.0000	100.0000	468	24	31	0.3725	39	19.01
k141_3902 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.5116	1	0.06
k141_3903 flag=1 multi=1.0000 len=333	0.9039	333	0.0000	90.3904	301	0	1	0.7309	1	0.30
k141_3904 flag=0 multi=55.0186 len=33833	73.5861	33833	0.0000	100.0000	33833	4187	4101	0.4254	73	9.68
k141_3905 flag=1 multi=1.0000 len=324	0.9321	324	0.0000	93.2099	302	0	1	0.3322	1	0.26
k141_3906 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.2990	1	0.06
k141_3907 flag=1 multi=60.0000 len=14096	71.3087	14096	0.0000	100.0000	14096	1633	1708	0.4327	72	11.59
k141_3908 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4219	1	0.06
k141_3909 flag=0 multi=5.0008 len=13956	6.2018	13956	0.0000	100.0000	13956	140	148	0.6857	6	2.44
k141_3910 flag=0 multi=6.0000 len=4683	6.8428	4683	0.0000	100.0000	4683	53	54	0.7254	7	2.57
k141_3911 flag=1 multi=5.0000 len=4352	5.5326	4352	0.0000	99.0349	4310	43	37	0.7336	5	3.04
k141_3912 flag=0 multi=134.8608 len=335	67.2358	335	0.0000	100.0000	335	46	33	0.5430	77	17.09
k141_3913 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3023	1	0.06
k141_3914 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6213	1	0.06
k141_3915 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4518	1	0.06
k141_3916 flag=0 multi=54.4975 len=2927	66.1852	2927	0.0000	100.0000	2927	326	323	0.3568	68	14.09
k141_3917 flag=1 multi=1.0000 len=481	0.6258	481	0.0000	62.5780	301	1	0	0.6379	1	0.48
k141_3918 flag=0 multi=5.0000 len=1507	4.8898	1507	0.0000	100.0000	1507	13	12	0.7009	5	2.06
k141_3919 flag=0 multi=337.7568 len=252	2.7183	252	0.0000	96.8254	244	1	2	0.4086	3	0.65
k141_3920 flag=0 multi=1.0000 len=351	0.0000	351	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_3921 flag=0 multi=6.0000 len=815	5.4135	815	0.0000	100.0000	815	8	8	0.7189	5	2.02
k141_3923 flag=0 multi=6.0000 len=304	0.7895	304	0.0000	78.9474	240	0	1	0.6412	1	0.41
k141_3924 flag=0 multi=5.0000 len=807	4.3024	807	0.0000	100.0000	807	5	7	0.7132	4	1.53
k141_3925 flag=1 multi=1.0000 len=431	0.6984	431	0.0000	69.8376	301	1	0	0.4784	1	0.46
k141_3926 flag=1 multi=1.0000 len=301	3.8372	301	0.0000	100.0000	301	1	3	0.7218	4	0.67
k141_3927 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6578	1	0.06
k141_3928 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4485	1	0.06
k141_3929 flag=0 multi=5.0000 len=8935	6.0350	8935	0.0000	100.0000	8935	89	91	0.6803	6	2.69
k141_3930 flag=0 multi=4.0000 len=1078	5.7588	1078	0.0000	100.0000	1078	13	8	0.6667	6	2.51
k141_3931 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3787	1	0.06
k141_3932 flag=0 multi=77.4463 len=1741	61.8805	1741	0.0000	100.0000	1741	187	174	0.3402	69	15.79
k141_3933 flag=0 multi=320.2527 len=232	40.8362	232	0.0000	100.0000	232	22	19	0.3829	41	2.80
k141_3934 flag=1 multi=4.0000 len=500	1.2040	500	0.0000	86.2000	431	0	2	0.7326	1	0.66
k141_3935 flag=1 multi=5.0000 len=3551	4.9045	3551	0.0000	100.0000	3551	29	30	0.7021	5	1.79
k141_3936 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3223	1	0.06
k141_3937 flag=0 multi=43.3133 len=2551	46.5465	2551	0.0000	100.0000	2551	195	204	0.4771	49	8.93
k141_3938 flag=0 multi=220.1562 len=205	0.0000	205	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_3939 flag=1 multi=1.0000 len=341	0.8827	341	0.0000	88.2698	301	1	0	0.4319	1	0.32
k141_3940 flag=0 multi=37.1384 len=21304	48.6802	21304	0.0000	100.0000	21304	1708	1742	0.5829	49	6.86
k141_3941 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6944	1	0.06
k141_3943 flag=0 multi=5.0000 len=6360	5.9767	6360	0.0000	98.8208	6285	62	65	0.6569	6	2.61
k141_3944 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6478	1	0.06
k141_3945 flag=0 multi=1.1254 len=436	1.2821	436	0.0000	100.0000	436	0	2	0.6694	1	0.45
k141_3946 flag=0 multi=3.7904 len=475	0.6337	475	0.0000	63.3684	301	0	1	0.6246	1	0.48
k141_3947 flag=0 multi=6.0000 len=3320	5.9786	3320	0.0000	98.0120	3254	31	35	0.6915	6	2.29
k141_3948 flag=1 multi=5.0000 len=1516	6.4941	1516	0.0000	100.0000	1516	22	11	0.6458	6	2.59
k141_3949 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4884	1	0.06
k141_3950 flag=1 multi=6.0000 len=9819	7.1547	9819	0.0000	100.0000	9819	117	117	0.6871	7	2.69
k141_3951 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.5681	1	0.06
k141_3952 flag=0 multi=4.0121 len=306	1.8039	306	0.0000	97.0588	297	2	0	0.6877	2	0.48
k141_3953 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.2957	1	0.06
k141_3954 flag=1 multi=1.0000 len=317	0.0000	317	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_3955 flag=0 multi=5.0000 len=309	0.0000	309	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_3956 flag=1 multi=4.0000 len=886	4.7551	886	0.0000	100.0000	886	7	7	0.7119	5	2.60
k141_3957 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6412	1	0.06
k141_3958 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6312	1	0.06
k141_3959 flag=0 multi=5.0000 len=321	0.7321	321	0.0000	73.2087	235	0	1	0.6611	1	0.44
k141_3960 flag=1 multi=1.0000 len=301	21.5183	301	0.0000	100.0000	301	12	10	0.3621	22	2.08
k141_3961 flag=0 multi=4.9860 len=355	0.8479	355	0.0000	84.7887	301	1	0	0.6412	1	0.36
k141_3962 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7508	1	0.06
k141_3963 flag=0 multi=45.2336 len=783	44.2899	783	0.0000	100.0000	783	52	66	0.4818	51	19.50
k141_3964 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3455	1	0.06
k141_3965 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7043	1	0.06
k141_3966 flag=1 multi=1.0000 len=311	0.0000	311	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_3967 flag=1 multi=3.0000 len=410	0.7341	410	0.0000	73.4146	301	0	1	0.7110	1	0.44
k141_3968 flag=0 multi=386.8832 len=689	188.9115	689	0.0000	100.0000	689	244	199	0.3531	209	57.97
k141_3969 flag=0 multi=1.0000 len=399	0.7544	399	0.0000	75.4386	301	1	0	0.6877	1	0.43
k141_3970 flag=0 multi=6.0000 len=8017	7.1281	8017	0.0000	100.0000	8017	96	94	0.6850	7	2.80
k141_3971 flag=0 multi=4.0415 len=406	0.7414	406	0.0000	74.1379	301	1	0	0.6312	1	0.44
k141_3972 flag=0 multi=1.0000 len=341	0.8827	341	0.0000	88.2698	301	0	1	0.6312	1	0.32
k141_3973 flag=0 multi=758.2921 len=230	9.8522	230	0.0000	100.0000	230	5	5	0.3997	10	0.82
k141_3974 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5282	1	0.06
k141_3975 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.5714	1	0.06
k141_3976 flag=0 multi=5.0000 len=789	4.0976	789	0.0000	100.0000	789	4	7	0.6850	4	1.52
k141_3977 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5183	1	0.06
k141_3978 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.5249	1	0.06
k141_3979 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4020	1	0.06
k141_3980 flag=1 multi=1.0000 len=315	0.9556	315	0.0000	95.5556	301	1	0	0.6512	1	0.21
